idVisitante,idPersona,idAlojamiento,FechaEntrada,FechaSalida
80,2580,2,2015-03-05,
81,2581,2,2015-04-11,
82,2582,2,2015-01-03,
83,2583,2,2015-05-03,
84,2584,2,2015-10-08,
85,2585,2,2015-08-17,
86,2586,2,2015-08-18,
87,2587,2,2015-12-20,
88,2588,2,2015-01-13,
89,2589,2,2015-10-12,
90,2590.2,2015-02-12,
91,2591,2,2015-01-01,
92,2592,2,2015-05-04,
93,2593,2,2015-06-09,
94,2594,2,2015-10-24,
95,2595,2,2015-04-25,
96,2596,2,2015-08-21,
97,2597,2,2015-06-25,
98,2598,2,2015-10-20,
99,2599,2,2015-03-16,
100,2600,2,2015-04-02,
101,2601,3,2015-08-02,
102,2602,3,2015-12-15,
103,2603,3,2015-02-15,
104,2604,3,2015-08-06,
105,2605,3,2015-12-01,
106,2606,3,2015-03-03,
107,2607,3,2015-11-11,
108,2608,3,2015-10-15,
109,2609,3,2015-06-05,
110,2610,3,2015-05-08,
111,2611,3,2015-05-16,
112,2612,3,2015-02-11,
113,2613,3,2015-11-27,
114,2614,3,2015-10-04,
115,2615,3,2015-03-20,
116,2616,3,2015-01-17,
117,2617,3,2015-02-05,
118,2618,3,2015-11-18,
119,2619,3,2015-03-03,
120,2620,3,2015-03-03,
121,2621,3,2015-01-25,
122,2622,3,2015-02-12,
123,2623,3,2015-09-09,
124,2624,3,2015-05-09,
125,2625,3,2015-02-06,
126,2626,3,2015-05-17,
127,2627,3,2015-12-06,
128,2628,3,2015-07-25,
129,2629,3,2015-09-17,
130,2630,3,2015-04-06,
131,2631,3,2015-11-10,
132,2632,3,2015-11-20,
133,2633,3,2015-04-07,
134,2634,3,2015-05-19,
135,2635,3,2015-03-19,
136,2636,3,2015-06-06,
137,2637,3,2015-04-06,
138,2638,3,2015-02-16,
139,2639,3,2015-09-10,
140,2640,3,2015-12-09,
141,2641,3,2015-01-27,
142,2642,3,2015-09-15,
143,2643,3,2015-01-11,
144,2644,3,2015-01-28,
145,2645,3,2015-05-15,
146,2646,3,2015-06-24,
147,2647,3,2015-09-02,
148,2648,3,2015-10-16,
149,2649,3,2015-09-17,
150,2650,3,2015-04-25,
151,2651,4,2015-11-05,
152,2652,4,2015-12-06,
153,2653,4,2015-07-10,
154,2654,4,2015-04-19,
155,2655,4,2015-07-21,
156,2656,4,2015-06-09,
157,2657,4,2015-08-06,
158,2658,4,2015-10-22,
159,2659,4,2015-04-27,
160,2660,4,2015-04-13,
161,2661,4,2015-01-03,
162,2662,4,2015-12-28,
163,2663,4,2015-12-03,
164,2664,4,2015-09-20,
165,2665.4,2015-10-28,
166,2666,4,2015-05-16,
167,2667,4,2015-07-09,
168,2668,4,2015-03-07,
169,2669,4,2015-02-17,
170,2670,4,2015-10-18,
171,2671,4,2015-09-27,
172,2672,4,2015-04-14,
173,2673,4,2015-01-26,
174,2674,4,2015-11-20,
175,2675,4,2015-04-09,
176,2676,4,2015-05-27,
177,2677,4,2015-07-19,
178,2678,4,2015-02-16,
179,2679,4,2015-03-11,
180,2680,4,2015-02-12,
181,2681,4,2015-06-03,
182,2682,4,2015-10-18,
183,2683,4,2015-05-13,
184,2684,4,2015-05-28,
185,2685,4,2015-12-14,
186,2686,4,2015-01-27,
187,2687,4,2015-05-08,
188,2688,4,2015-01-02,
189,2689,4,2015-01-12,
190,2690,4,2015-03-03,
191,2691,4,2015-07-03,
192,2692,4,2015-12-21,
193,2693,4,2015-12-16,
194,2694,4,2015-07-26,
195,2695,4,2015-12-28,
196,2696,4,2015-09-27,
197,2697,4,2015-09-05,
198,2698,4,2015-07-19,
199,2699,4,2015-08-04,
200,2700,4,2015-01-17,
201,2701,5,2015-07-27,
202,2702,5,2015-08-07,
203,2703,5,2015-03-28,
204,2704,5,2015-01-09,
205,2705,5,2015-06-09,
206,2706,5,2015-03-21,
207,2707,5,2015-02-08,
208,2708,5,2015-03-27,
209,2709,5,2015-10-03,
210,2710,5,2015-02-13,
211,2711,5,2015-12-28,
212,2712,5,2015-05-24,
213,2713,5,2015-12-04,
214,2714,5,2015-08-14,
215,2715,5,2015-09-15,
216,2716,5,2015-10-21,
217,2717,5,2015-07-11,
218,2718,5,2015-01-22,
219,2719,5,2015-02-26,
220,2720,5,2015-07-05,
221,2721,5,2015-06-10,
222,2722,5,2015-07-16,
223,2723,5,2015-01-13,
224,2724,5,2015-09-28,
225,2725,5,2015-02-13,
226,2726,5,2015-12-21,
227,2727,5,2015-11-04,
228,2728,5,2015-10-01,
229,2729,5,2015-05-22,
230,2730,5,2015-02-26,
231,2731,5,2015-01-28,
232,2732,5,2015-08-10,
233,2733,5,2015-03-05,
234,2734,5,2015-04-07,
235,2735,5,2015-02-05,
236,2736,5,2015-09-10,
237,2737,5,2015-07-25,
238,2738,5,2015-11-21,
239,2739,5,2015-01-14,
240,2740.5,2015-10-28,
241,2741,5,2015-04-12,
242,2742,5,2015-04-23,
243,2743,5,2015-08-26,
244,2744,5,2015-05-02,
245,2745,5,2015-07-10,
246,2746,5,2015-06-19,
247,2747,5,2015-02-18,
248,2748,5,2015-07-28,
249,2749,5,2015-09-05,
250,2750,5,2015-10-13,
251,2751,6,2015-07-04,
252,2752,6,2015-07-25,
253,2753,6,2015-05-12,
254,2754,6,2015-12-26,
255,2755,6,2015-10-28,
256,2756,6,2015-03-07,
257,2757,6,2015-06-09,
258,2758,6,2015-02-01,
259,2759,6,2015-08-04,
260,2760,6,2015-05-12,
261,2761,6,2015-02-01,
262,2762,6,2015-09-19,
263,2763,6,2015-11-05,
264,2764,6,2015-07-22,
265,2765,6,2015-03-13,
266,2766,6,2015-09-25,
267,2767,6,2015-08-28,
268,2768,6,2015-04-16,
269,2769,6,2015-02-01,
270,2770,6,2015-08-25,
271,2771,6,2015-04-05,
272,2772,6,2015-03-01,
273,2773,6,2015-12-23,
274,2774,6,2015-06-10,
275,2775,6,2015-03-02,
276,2776,6,2015-06-15,
277,2777,6,2015-11-26,
278,2778,6,2015-11-02,
279,2779,6,2015-07-25,
280,2780,6,2015-08-14,
281,2781,6,2015-02-07,
282,2782,6,2015-06-24,
283,2783,6,2015-04-12,
284,2784,6,2015-10-02,
285,2785,6,2015-10-19,
286,2786,6,2015-05-28,
287,2787,6,2015-02-02,
288,2788,6,2015-02-27,
289,2789,6,2015-03-11,
290,2790,6,2015-07-22,
291,2791,6,2015-06-15,
292,2792,6,2015-11-08,
293,2793,6,2015-05-08,
294,2794,6,2015-05-16,
295,2795,6,2015-06-20,
296,2796,6,2015-12-07,
297,2797,6,2015-01-01,
298,2798,6,2015-01-12,
299,2799,6,2015-07-17,
300,2800,6,2015-04-20,
301,2801,7,2015-06-27,
302,2802,7,2015-07-21,
303,2803,7,2015-04-28,
304,2804,7,2015-11-18,
305,2805,7,2015-05-02,
306,2806,7,2015-01-19,
307,2807,7,2015-08-02,
308,2808,7,2015-09-03,
309,2809,7,2015-01-28,
310,2810,7,2015-06-12,
311,2811,7,2015-11-09,
312,2812,7,2015-12-03,
313,2813,7,2015-01-28,
314,2814,7,2015-11-05,
315,2815.7,2015-03-22,
316,2816,7,2015-03-27,
317,2817,7,2015-11-20,
318,2818,7,2015-10-16,
319,2819,7,2015-04-11,
320,2820,7,2015-07-28,
321,2821,7,2015-03-06,
322,2822,7,2015-12-22,
323,2823,7,2015-04-09,
324,2824,7,2015-11-02,
325,2825,7,2015-03-24,
326,2826,7,2015-01-09,
327,2827,7,2015-06-09,
328,2828,7,2015-05-17,
329,2829,7,2015-07-01,
330,2830,7,2015-08-08,
331,2831,7,2015-11-18,
332,2832,7,2015-06-13,
333,2833,7,2015-02-14,
334,2834,7,2015-05-18,
335,2835,7,2015-04-21,
336,2836,7,2015-07-05,
337,2837,7,2015-01-23,
338,2838,7,2015-03-22,
339,2839,7,2015-05-18,
340,2840,7,2015-07-25,
341,2841,7,2015-05-24,
342,2842,7,2015-12-03,
343,2843,7,2015-09-25,
344,2844,7,2015-05-20,
345,2845,7,2015-04-03,
346,2846,7,2015-04-03,
347,2847,7,2015-10-15,
348,2848,7,2015-06-28,
349,2849,7,2015-12-04,
350,2850,7,2015-03-15,
351,2851,8,2015-03-02,
352,2852,8,2015-03-07,
353,2853,8,2015-04-12,
354,2854,8,2015-03-07,
355,2855,8,2015-09-20,
356,2856,8,2015-05-21,
357,2857,8,2015-08-01,
358,2858,8,2015-06-22,
359,2859,8,2015-01-06,
360,2860,8,2015-01-08,
361,2861,8,2015-03-01,
362,2862,8,2015-05-16,
363,2863,8,2015-08-12,
364,2864,8,2015-09-05,
365,2865,8,2015-09-08,
366,2866,8,2015-08-02,
367,2867,8,2015-01-14,
368,2868,8,2015-04-27,
369,2869,8,2015-11-27,
370,2870,8,2015-12-04,
371,2871,8,2015-06-08,
372,2872,8,2015-07-16,
373,2873,8,2015-10-10,
374,2874,8,2015-08-13,
375,2875,8,2015-11-13,
376,2876,8,2015-08-14,
377,2877,8,2015-02-08,
378,2878,8,2015-11-12,
379,2879,8,2015-02-17,
380,2880,8,2015-05-13,
381,2881,8,2015-10-03,
382,2882,8,2015-09-25,
383,2883,8,2015-08-07,
384,2884,8,2015-02-06,
385,2885,8,2015-04-25,
386,2886,8,2015-07-15,
387,2887,8,2015-10-18,
388,2888,8,2015-03-23,
389,2889,8,2015-06-02,
390,2890.8,2015-11-18,
391,2891,8,2015-11-02,
392,2892,8,2015-03-19,
393,2893,8,2015-07-02,
394,2894,8,2015-11-05,
395,2895,8,2015-01-26,
396,2896,8,2015-08-26,
397,2897,8,2015-06-24,
398,2898,8,2015-10-02,
399,2899,8,2015-07-28,
400,2900,8,2015-07-03,
401,2901,9,2015-08-23,
402,2902,9,2015-02-25,
403,2903,9,2015-04-09,
404,2904,9,2015-01-09,
405,2905,9,2015-09-08,
406,2906,9,2015-09-14,
407,2907,9,2015-08-02,
408,2908,9,2015-05-10,
409,2909,9,2015-01-24,
410,2910,9,2015-10-07,
411,2911,9,2015-01-08,
412,2912,9,2015-11-16,
413,2913,9,2015-09-22,
414,2914,9,2015-01-18,
415,2915,9,2015-01-28,
416,2916,9,2015-03-21,
417,2917,9,2015-01-08,
418,2918,9,2015-04-02,
419,2919,9,2015-09-18,
420,2920,9,2015-09-04,
421,2921,9,2015-02-15,
422,2922,9,2015-04-09,
423,2923,9,2015-12-10,
424,2924,9,2015-12-21,
425,2925,9,2015-09-27,
426,2926,9,2015-05-24,
427,2927,9,2015-07-01,
428,2928,9,2015-11-26,
429,2929,9,2015-04-20,
430,2930,9,2015-12-09,
431,2931,9,2015-10-05,
432,2932,9,2015-10-08,
433,2933,9,2015-05-21,
434,2934,9,2015-09-20,
435,2935,9,2015-09-15,
436,2936,9,2015-05-14,
437,2937,9,2015-12-09,
438,2938,9,2015-04-11,
439,2939,9,2015-09-10,
440,2940,9,2015-09-27,
441,2941,9,2015-05-27,
442,2942,9,2015-12-07,
443,2943,9,2015-12-24,
444,2944,9,2015-06-23,
445,2945,9,2015-01-14,
446,2946,9,2015-04-09,
447,2947,9,2015-02-04,
448,2948,9,2015-05-04,
449,2949,9,2015-02-28,
450,2950,9,2015-08-24,
451,2951,10,2015-08-02,
452,2952,10,2015-11-22,
453,2953,10,2015-10-01,
454,2954,10,2015-06-01,
455,2955,10,2015-03-16,
456,2956,10,2015-01-26,
457,2957,10,2015-06-15,
458,2958,10,2015-12-17,
459,2959,10,2015-11-18,
460,2960,10,2015-03-21,
461,2961,10,2015-11-28,
462,2962,10,2015-05-27,
463,2963,10,2015-05-22,
464,2964,10,2015-09-13,
465,2965.10,2015-05-19,
466,2966,10,2015-02-07,
467,2967,10,2015-07-13,
468,2968,10,2015-06-26,
469,2969,10,2015-06-02,
470,2970,10,2015-05-13,
471,2971,10,2015-12-16,
472,2972,10,2015-09-03,
473,2973,10,2015-04-15,
474,2974,10,2015-05-22,
475,2975,10,2015-11-07,
476,2976,10,2015-10-16,
477,2977,10,2015-09-27,
478,2978,10,2015-04-12,
479,2979,10,2015-08-18,
480,2980,10,2015-05-09,
481,2981,10,2015-09-20,
482,2982,10,2015-01-03,
483,2983,10,2015-10-21,
484,2984,10,2015-06-08,
485,2985,10,2015-05-17,
486,2986,10,2015-02-21,
487,2987,10,2015-12-27,
488,2988,10,2015-11-01,
489,2989,10,2015-02-14,
490,2990,10,2015-09-16,
491,2991,10,2015-10-09,
492,2992,10,2015-04-12,
493,2993,10,2015-02-10,
494,2994,10,2015-06-22,
495,2995,10,2015-05-25,
496,2996,10,2015-11-11,
497,2997,10,2015-10-07,
498,2998,10,2015-08-05,
499,2999,10,2015-05-24,
500,3000,10,2015-04-12,
501,3001,11,2015-10-10,
502,3002,11,2015-10-28,
503,3003,11,2015-06-07,
504,3004,11,2015-05-21,
505,3005,11,2015-09-28,
506,3006,11,2015-02-12,
507,3007,11,2015-11-04,
508,3008,11,2015-10-07,
509,3009,11,2015-08-22,
510,3010,11,2015-10-05,
511,3011,11,2015-08-11,
512,3012,11,2015-08-11,
513,3013,11,2015-05-19,
514,3014,11,2015-03-22,
515,3015,11,2015-02-27,
516,3016,11,2015-02-13,
517,3017,11,2015-11-27,
518,3018,11,2015-09-12,
519,3019,11,2015-10-18,
520,3020,11,2015-03-01,
521,3021,11,2015-05-07,
522,3022,11,2015-10-28,
523,3023,11,2015-12-11,
524,3024,11,2015-04-11,
525,3025,11,2015-05-10,
526,3026,11,2015-01-28,
527,3027,11,2015-08-03,
528,3028,11,2015-02-26,
529,3029,11,2015-01-22,
530,3030,11,2015-11-25,
531,3031,11,2015-02-25,
532,3032,11,2015-02-16,
533,3033,11,2015-05-17,
534,3034,11,2015-03-27,
535,3035,11,2015-12-08,
536,3036,11,2015-01-06,
537,3037,11,2015-12-06,
538,3038,11,2015-12-08,
539,3039,11,2015-10-27,
540,3040.11,2015-11-26,
541,3041,11,2015-02-04,
542,3042,11,2015-02-15,
543,3043,11,2015-11-12,
544,3044,11,2015-05-27,
545,3045,11,2015-05-01,
546,3046,11,2015-11-11,
547,3047,11,2015-07-11,
548,3048,11,2015-02-27,
549,3049,11,2015-08-02,
550,3050,11,2015-10-04,
551,3051,12,2015-09-08,
552,3052,12,2015-02-09,
553,3053,12,2015-06-06,
554,3054,12,2015-09-14,
555,3055,12,2015-05-05,
556,3056,12,2015-04-11,
557,3057,12,2015-02-27,
558,3058,12,2015-01-20,
559,3059,12,2015-11-06,
560,3060,12,2015-11-25,
561,3061,12,2015-04-08,
562,3062,12,2015-03-12,
563,3063,12,2015-05-05,
564,3064,12,2015-10-07,
565,3065,12,2015-05-15,
566,3066,12,2015-07-27,
567,3067,12,2015-06-26,
568,3068,12,2015-06-24,
569,3069,12,2015-04-23,
570,3070,12,2015-11-26,
571,3071,12,2015-04-04,
572,3072,12,2015-11-15,
573,3073,12,2015-01-13,
574,3074,12,2015-11-27,
575,3075,12,2015-01-15,
576,3076,12,2015-08-17,
577,3077,12,2015-07-04,
578,3078,12,2015-06-15,
579,3079,12,2015-07-10,
580,3080,12,2015-11-12,
581,3081,12,2015-01-08,
582,3082,12,2015-04-26,
583,3083,12,2015-05-22,
584,3084,12,2015-09-16,
585,3085,12,2015-08-19,
586,3086,12,2015-08-11,
587,3087,12,2015-03-20,
588,3088,12,2015-07-28,
589,3089,12,2015-01-11,
590,3090,12,2015-11-07,
591,3091,12,2015-11-11,
592,3092,12,2015-02-15,
593,3093,12,2015-05-15,
594,3094,12,2015-02-16,
595,3095,12,2015-10-19,
596,3096,12,2015-06-02,
597,3097,12,2015-03-24,
598,3098,12,2015-11-24,
599,3099,12,2015-04-13,
600,3100,12,2015-05-14,
601,3101,13,2015-04-21,
602,3102,13,2015-05-05,
603,3103,13,2015-01-01,
604,3104,13,2015-08-07,
605,3105,13,2015-03-27,
606,3106,13,2015-12-10,
607,3107,13,2015-11-25,
608,3108,13,2015-12-06,
609,3109,13,2015-02-03,
610,3110,13,2015-07-13,
611,3111,13,2015-08-26,
612,3112,13,2015-01-04,
613,3113,13,2015-10-11,
614,3114,13,2015-11-25,
615,3115.13,2015-06-20,
616,3116,13,2015-08-25,
617,3117,13,2015-08-28,
618,3118,13,2015-07-14,
619,3119,13,2015-10-09,
620,3120,13,2015-10-27,
621,3121,13,2015-10-21,
622,3122,13,2015-12-13,
623,3123,13,2015-11-16,
624,3124,13,2015-02-15,
625,3125,13,2015-05-01,
626,3126,13,2015-11-04,
627,3127,13,2015-11-05,
628,3128,13,2015-09-26,
629,3129,13,2015-02-13,
630,3130,13,2015-01-16,
631,3131,13,2015-07-18,
632,3132,13,2015-08-13,
633,3133,13,2015-04-23,
634,3134,13,2015-01-27,
635,3135,13,2015-07-15,
636,3136,13,2015-10-19,
637,3137,13,2015-12-22,
638,3138,13,2015-09-20,
639,3139,13,2015-08-14,
640,3140,13,2015-07-15,
641,3141,13,2015-02-01,
642,3142,13,2015-01-01,
643,3143,13,2015-12-26,
644,3144,13,2015-11-16,
645,3145,13,2015-06-24,
646,3146,13,2015-09-09,
647,3147,13,2015-06-02,
648,3148,13,2015-11-21,
649,3149,13,2015-09-19,
650,3150,13,2015-12-10,
651,3151,14,2015-08-27,
652,3152,14,2015-06-22,
653,3153,14,2015-01-02,
654,3154,14,2015-09-16,
655,3155,14,2015-03-07,
656,3156,14,2015-10-09,
657,3157,14,2015-11-05,
658,3158,14,2015-11-23,
659,3159,14,2015-08-28,
660,3160,14,2015-12-20,
661,3161,14,2015-08-07,
662,3162,14,2015-11-19,
663,3163,14,2015-08-19,
664,3164,14,2015-11-24,
665,3165,14,2015-10-18,
666,3166,14,2015-03-24,
667,3167,14,2015-05-19,
668,3168,14,2015-11-11,
669,3169,14,2015-04-17,
670,3170,14,2015-04-23,
671,3171,14,2015-07-17,
672,3172,14,2015-05-02,
673,3173,14,2015-08-10,
674,3174,14,2015-07-24,
675,3175,14,2015-12-17,
676,3176,14,2015-11-07,
677,3177,14,2015-11-27,
678,3178,14,2015-12-05,
679,3179,14,2015-10-10,
680,3180,14,2015-04-10,
681,3181,14,2015-02-10,
682,3182,14,2015-06-21,
683,3183,14,2015-08-02,
684,3184,14,2015-12-18,
685,3185,14,2015-04-10,
686,3186,14,2015-07-02,
687,3187,14,2015-04-09,
688,3188,14,2015-06-24,
689,3189,14,2015-06-07,
690,3190.14,2015-07-01,
691,3191,14,2015-08-11,
692,3192,14,2015-11-27,
693,3193,14,2015-09-20,
694,3194,14,2015-10-15,
695,3195,14,2015-09-10,
696,3196,14,2015-10-06,
697,3197,14,2015-08-27,
698,3198,14,2015-07-25,
699,3199,14,2015-10-18,
700,3200,14,2015-08-21,
701,3201,15,2015-12-28,
702,3202,15,2015-07-23,
703,3203,15,2015-08-13,
704,3204,15,2015-11-24,
705,3205,15,2015-09-14,
706,3206,15,2015-04-26,
707,3207,15,2015-03-12,
708,3208,15,2015-06-10,
709,3209,15,2015-11-05,
710,3210,15,2015-08-08,
711,3211,15,2015-05-07,
712,3212,15,2015-05-02,
713,3213,15,2015-10-19,
714,3214,15,2015-02-26,
715,3215,15,2015-04-10,
716,3216,15,2015-10-18,
717,3217,15,2015-05-23,
718,3218,15,2015-09-16,
719,3219,15,2015-01-11,
720,3220,15,2015-10-13,
721,3221,15,2015-02-21,
722,3222,15,2015-01-08,
723,3223,15,2015-05-11,
724,3224,15,2015-02-17,
725,3225,15,2015-04-14,
726,3226,15,2015-02-08,
727,3227,15,2015-05-20,
728,3228,15,2015-07-21,
729,3229,15,2015-05-26,
730,3230,15,2015-12-05,
731,3231,15,2015-10-19,
732,3232,15,2015-05-20,
733,3233,15,2015-03-22,
734,3234,15,2015-10-21,
735,3235,15,2015-08-27,
736,3236,15,2015-12-12,
737,3237,15,2015-02-09,
738,3238,15,2015-03-05,
739,3239,15,2015-12-14,
740,3240,15,2015-03-13,
741,3241,15,2015-06-22,
742,3242,15,2015-11-14,
743,3243,15,2015-05-26,
744,3244,15,2015-10-26,
745,3245,15,2015-01-13,
746,3246,15,2015-10-16,
747,3247,15,2015-10-11,
748,3248,15,2015-11-12,
749,3249,15,2015-08-19,
750,3250,15,2015-05-06,
751,3251,16,2015-08-09,
752,3252,16,2015-07-11,
753,3253,16,2015-02-07,
754,3254,16,2015-10-03,
755,3255,16,2015-08-23,
756,3256,16,2015-08-28,
757,3257,16,2015-09-15,
758,3258,16,2015-03-14,
759,3259,16,2015-12-13,
760,3260,16,2015-12-21,
761,3261,16,2015-06-20,
762,3262,16,2015-02-14,
763,3263,16,2015-10-13,
764,3264,16,2015-04-17,
765,3265.16,2015-11-17,
766,3266,16,2015-02-01,
767,3267,16,2015-03-25,
768,3268,16,2015-12-15,
769,3269,16,2015-10-07,
770,3270,16,2015-11-07,
771,3271,16,2015-07-05,
772,3272,16,2015-03-10,
773,3273,16,2015-12-05,
774,3274,16,2015-11-13,
775,3275,16,2015-10-11,
776,3276,16,2015-09-28,
777,3277,16,2015-10-10,
778,3278,16,2015-02-18,
779,3279,16,2015-02-12,
780,3280,16,2015-11-05,
781,3281,16,2015-07-06,
782,3282,16,2015-02-11,
783,3283,16,2015-09-28,
784,3284,16,2015-10-24,
785,3285,16,2015-07-08,
786,3286,16,2015-03-19,
787,3287,16,2015-09-03,
788,3288,16,2015-03-05,
789,3289,16,2015-12-10,
790,3290,16,2015-09-23,
791,3291,16,2015-02-05,
792,3292,16,2015-10-12,
793,3293,16,2015-11-09,
794,3294,16,2015-02-25,
795,3295,16,2015-01-03,
796,3296,16,2015-11-17,
797,3297,16,2015-10-11,
798,3298,16,2015-03-14,
799,3299,16,2015-09-16,
800,3300,16,2015-08-25,
801,3301,17,2015-05-08,
802,3302,17,2015-08-23,
803,3303,17,2015-02-16,
804,3304,17,2015-03-28,
805,3305,17,2015-01-21,
806,3306,17,2015-06-28,
807,3307,17,2015-09-20,
808,3308,17,2015-08-25,
809,3309,17,2015-08-20,
810,3310,17,2015-06-09,
811,3311,17,2015-02-07,
812,3312,17,2015-03-04,
813,3313,17,2015-09-16,
814,3314,17,2015-06-18,
815,3315,17,2015-07-15,
816,3316,17,2015-06-24,
817,3317,17,2015-12-27,
818,3318,17,2015-10-17,
819,3319,17,2015-01-26,
820,3320,17,2015-01-08,
821,3321,17,2015-02-26,
822,3322,17,2015-05-26,
823,3323,17,2015-11-11,
824,3324,17,2015-03-25,
825,3325,17,2015-11-08,
826,3326,17,2015-02-16,
827,3327,17,2015-02-19,
828,3328,17,2015-01-11,
829,3329,17,2015-05-04,
830,3330,17,2015-12-04,
831,3331,17,2015-02-16,
832,3332,17,2015-07-20,
833,3333,17,2015-05-09,
834,3334,17,2015-02-26,
835,3335,17,2015-03-23,
836,3336,17,2015-03-03,
837,3337,17,2015-08-02,
838,3338,17,2015-08-23,
839,3339,17,2015-01-17,
840,3340.17,2015-06-05,
841,3341,17,2015-05-15,
842,3342,17,2015-01-21,
843,3343,17,2015-02-19,
844,3344,17,2015-09-23,
845,3345,17,2015-03-16,
846,3346,17,2015-02-28,
847,3347,17,2015-02-09,
848,3348,17,2015-10-15,
849,3349,17,2015-02-03,
850,3350,17,2015-10-26,
851,3351,18,2015-02-15,
852,3352,18,2015-05-06,
853,3353,18,2015-04-27,
854,3354,18,2015-08-13,
855,3355,18,2015-06-04,
856,3356,18,2015-07-20,
857,3357,18,2015-11-11,
858,3358,18,2015-07-09,
859,3359,18,2015-08-10,
860,3360,18,2015-04-13,
861,3361,18,2015-01-08,
862,3362,18,2015-02-06,
863,3363,18,2015-05-26,
864,3364,18,2015-12-17,
865,3365,18,2015-03-15,
866,3366,18,2015-07-26,
867,3367,18,2015-03-26,
868,3368,18,2015-03-09,
869,3369,18,2015-11-12,
870,3370,18,2015-04-21,
871,3371,18,2015-05-17,
872,3372,18,2015-06-18,
873,3373,18,2015-05-06,
874,3374,18,2015-05-08,
875,3375,18,2015-09-15,
876,3376,18,2015-05-18,
877,3377,18,2015-02-15,
878,3378,18,2015-01-16,
879,3379,18,2015-04-28,
880,3380,18,2015-01-20,
881,3381,18,2015-08-12,
882,3382,18,2015-10-24,
883,3383,18,2015-09-08,
884,3384,18,2015-01-08,
885,3385,18,2015-03-05,
886,3386,18,2015-01-20,
887,3387,18,2015-01-27,
888,3388,18,2015-07-27,
889,3389,18,2015-03-07,
890,3390,18,2015-04-01,
891,3391,18,2015-11-01,
892,3392,18,2015-12-27,
893,3393,18,2015-02-18,
894,3394,18,2015-02-08,
895,3395,18,2015-01-20,
896,3396,18,2015-03-19,
897,3397,18,2015-05-18,
898,3398,18,2015-05-02,
899,3399,18,2015-10-23,
900,3400,18,2015-10-10,
901,3401,19,2015-11-24,
902,3402,19,2015-07-07,
903,3403,19,2015-11-25,
904,3404,19,2015-08-01,
905,3405,19,2015-03-12,
906,3406,19,2015-10-05,
907,3407,19,2015-08-20,
908,3408,19,2015-08-17,
909,3409,19,2015-06-11,
910,3410,19,2015-07-22,
911,3411,19,2015-07-16,
912,3412,19,2015-07-04,
913,3413,19,2015-12-24,
914,3414,19,2015-06-23,
915,3415.19,2015-02-03,
916,3416,19,2015-07-15,
917,3417,19,2015-01-02,
918,3418,19,2015-11-12,
919,3419,19,2015-10-17,
920,3420,19,2015-07-08,
921,3421,19,2015-12-13,
922,3422,19,2015-07-19,
923,3423,19,2015-04-02,
924,3424,19,2015-05-10,
925,3425,19,2015-06-12,
926,3426,19,2015-05-24,
927,3427,19,2015-06-21,
928,3428,19,2015-10-08,
