idEventoExcursion,idHorarioXExcursion,idTipoVehiculo,idVisitante,PrecioEntrada
274,4,3,496,23
275,4,0,1941,25
276,4,0,1133,22
277,4,3,1447,25
278,4,3,1570,21
279,4,1,1303,20
280,4,0,1487,24
281,4,3,616,22
282,4,0,150,23
283,4,2,427,20
284,4,1,525,20
285,4,3,165,22
286,4,1,1200,21
287,4,2,811,22
288,4,1,306,23
289,4,2,366,21
290,4,3,977,23
291,4,2,1733,21
292,4,1,286,21
293,4,3,375,20
294,4,3,728,20
295,4,0,841,22
296,4,2,30,21
297,4,3,1914,24
298,4,0,827,22
299,4,1,474,23
300,4,1,111,21
301,5,2,1533,20
302,5,3,1474,21
303,5,3,689,23
304,5,3,853,24
305,5,1,104,20
306,5,3,623,23
307,5,2,608,21
308,5,1,1981,23
309,5,2,880,23
310,5,2,1042,23
311,5,1,1796,24
312,5,0,743,20
313,5,2,199,22
314,5,0,1669,24
315,5,2,521,21
316,5,3,1665,21
317,5,1,1150,23
318,5,3,1135,22
319,5,0,1277,24
320,5,0,1074,22
321,5,1,1952,21
322,5,0,13,22
323,5,2,743,20
324,5,0,1514,23
325,5,1,906,23
326,5,3,1881,21
327,5,2,1347,22
328,5,3,739,25
329,5,2,226,25
330,5,2,315,22
331,5,2,501,23
332,5,0,1049,21
333,5,0,1807,25
334,5,0,1941,20
335,5,1,1284,23
336,5,2,1822,20
337,5,3,12,20
338,5,2,1745,21
339,5,2,366,25
340,5,0,167,20
341,5,2,1648,24
342,5,3,1261,22
343,5,1,262,23
344,5,0,248,21
345,5,3,998,22
346,5,1,1715,22
347,5,2,1994,23
348,5,0,1273,25
349,5,0,1700,24
350,5,3,1615,24
351,5,3,706,20
352,5,0,459,24
353,5,3,614,25
354,5,3,505,22
355,5,2,1116,24
356,5,3,110,22
357,5,0,1301,21
358,5,0,564,22
359,5,2,503,25
360,5,2,995,24
361,5,1,1734,25
362,5,2,1384,20
363,5,3,265,25
364,5,3,1345,20
365,5,2,318,20
366,5,1,1035,20
367,5,0,1904,25
368,5,0,55,21
369,5,1,1425,21
370,5,0,1274,25
371,5,3,522,25
372,5,1,1531,23
373,5,2,219,21
374,5,2,1959,25
375,5,1,919,24
376,6,0,281,25
377,6,0,1037,23
378,6,3,576,25
379,6,2,755,23
380,6,3,1482,25
381,6,0,1604,25
382,6,1,871,25
383,6,2,998,24
384,6,1,1839,22
385,6,3,235,24
386,6,2,747,25
387,6,2,1993,25
388,6,3,680,23
389,6,2,27,24
390,6,2,1704,22
391,6,3,1006,25
392,6,3,1944,21
393,6,3,630,22
394,6,1,1815,21
395,6,2,255,24
396,6,3,1130,22
397,6,1,921,25
398,6,2,788,22
399,6,2,1101,21
400,6,1,467,22
401,6,1,977,23
402,6,1,1831,25
403,6,3,341,25
404,6,1,1433,23
405,6,0,1357,24
406,6,0,1068,20
407,6,3,178,20
408,6,2,1028,20
409,6,3,192,23
410,6,1,116,23
411,6,1,1672,25
412,6,1,1995,22
413,6,1,1479,21
414,6,1,1526,20
415,6,2,796,23
416,6,3,504,25
417,6,1,1935,21
418,6,0,15,23
419,6,1,614,20
420,6,3,1461,21
421,6,3,1604,23
422,6,2,1897,22
423,6,3,1207,21
424,6,0,644,20
425,6,1,1162,23
426,6,2,1689,20
427,6,2,290,25
428,6,0,1558,22
429,6,1,263,23
430,6,3,35,22
431,6,1,1442,21
432,6,0,1480,22
433,6,2,372,21
434,6,0,1479,24
435,6,3,286,24
436,6,0,533,21
437,6,0,251,23
438,6,1,1766,24
439,6,0,1937,20
440,6,0,1073,20
441,6,1,943,22
442,6,0,151,21
443,6,2,515,22
444,6,0,1730,20
445,6,2,745,20
446,6,2,1963,20
447,6,2,1258,24
448,6,2,1256,23
449,6,3,820,24
450,6,0,190,24
451,7,2,752,25
452,7,0,1461,22
453,7,2,640,22
454,7,3,539,24
455,7,0,1459,20
456,7,2,568,20
457,7,2,1844,23
458,7,2,1697,21
459,7,1,1897,22
460,7,1,676,23
461,7,3,1163,24
462,7,1,334,23
463,7,3,1948,24
464,7,2,280,23
465,7,0,1578,23
466,7,2,1327,20
467,7,2,1966,20
468,7,1,275,21
469,7,2,661,23
470,7,3,1482,23
471,7,2,1588,23
472,7,3,488,24
473,7,1,1994,25
474,7,3,1570,21
475,7,3,1751,22
476,7,2,896,23
477,7,1,326,22
478,7,2,552,22
479,7,3,711,21
480,7,0,1775,23
481,7,2,1950,21
482,7,2,1746,22
483,7,2,355,24
484,7,3,360,20
485,7,2,754,21
486,7,2,709,23
487,7,1,75,20
488,7,0,1170,24
489,7,2,424,21
490,7,3,1707,22
491,7,1,1859,25
492,7,2,124,25
493,7,2,1522,21
494,7,3,1105,25
495,7,0,1352,20
496,7,0,1598,24
497,7,2,1456,21
498,7,3,1730,24
499,7,2,1436,24
500,7,0,1749,24
501,7,3,1308,22
502,7,1,425,25
503,7,0,1891,21
504,7,3,825,20
505,7,2,1805,23
506,7,1,1092,20
507,7,1,83,21
508,7,1,433,22
509,7,0,960,20
510,7,0,1602,22
511,7,3,1942,23
512,7,3,282,22
513,7,1,275,24
514,7,2,335,25
515,7,3,1838,24
516,7,1,831,22
517,7,2,300,24
518,7,0,585,21
519,7,1,260,24
520,7,0,96,22
521,7,1,1136,21
522,7,0,654,22
523,7,0,769,23
524,7,2,738,23
525,7,0,1428,25
526,8,2,50,21
527,8,2,1294,25
528,8,0,1506,21
529,8,0,1848,20
530,8,0,308,23
531,8,3,354,20
532,8,1,1333,22
533,8,3,528,20
534,8,1,176,24
535,8,0,1424,21
536,8,0,1338,22
537,8,3,360,20
538,8,2,67,21
539,8,2,969,20
540,8,3,1931,21
541,8,3,761,21
542,8,2,334,22
543,8,2,911,24
544,8,0,1592,20
545,8,1,1315,25
546,8,3,569,24
547,8,2,1587,21
548,8,3,1142,23
549,8,1,1388,20
550,8,0,508,25
551,8,3,1329,20
552,8,0,673,25
553,8,2,785,22
554,8,1,478,20
555,8,1,1257,23
556,8,3,105,24
557,8,3,890,25
558,8,1,1865,24
559,8,1,1507,20
560,8,0,1969,21
561,8,1,176,25
562,8,3,1114,25
563,8,1,1177,22
564,8,1,1135,21
565,8,1,1655,20
566,8,3,1066,24
567,8,3,268,23
568,8,1,969,22
569,8,0,1753,20
570,8,2,1237,22
571,8,1,1646,23
572,8,0,754,21
573,8,0,1475,22
574,8,0,953,22
575,8,1,208,22
576,8,2,805,21
577,8,3,1745,21
578,8,0,995,20
579,8,2,1272,25
580,8,0,1186,22
581,8,0,1502,25
582,8,2,136,25
583,8,0,1710,25
584,8,3,279,23
585,8,3,1804,21
586,8,0,1539,25
587,8,2,1947,25
588,8,1,1353,23
589,8,2,1212,21
590,8,2,1846,23
591,8,1,183,21
592,8,0,854,24
593,8,2,856,25
594,8,1,1385,22
595,8,3,662,24
596,8,1,1412,21
597,8,0,1367,21
598,8,1,70,24
599,8,2,1668,22
600,8,1,687,25
601,9,1,912,21
602,9,3,1577,21
603,9,3,1791,24
604,9,3,803,20
605,9,1,584,23
606,9,2,1138,22
607,9,0,1706,23
608,9,3,1959,20
609,9,0,1772,23
610,9,2,172,20
611,9,2,1624,22
612,9,1,960,21
613,9,0,510,20
614,9,1,1238,23
615,9,2,1056,24
616,9,1,1037,22
617,9,2,217,24
618,9,3,6,25
619,9,3,247,25
620,9,0,186,22
621,9,0,1228,20
622,9,2,1056,22
623,9,1,336,22
624,9,1,1395,21
625,9,0,1627,24
626,9,3,1722,22
627,9,2,1056,25
628,9,1,473,21
629,9,0,1419,21
630,9,1,971,25
631,9,3,1358,23
632,9,3,146,25
633,9,0,1526,20
634,9,2,1999,23
635,9,0,1224,22
636,9,0,1738,24
637,9,0,1092,23
638,9,3,1965,24
639,9,0,1323,21
640,9,2,585,21
641,9,3,1373,21
642,9,2,785,24
643,9,3,975,22
644,9,3,809,22
645,9,3,1334,20
646,9,1,235,22
647,9,3,416,20
648,9,2,1042,21
649,9,0,1622,23
650,9,3,1324,20
651,9,0,967,20
652,9,3,498,23
653,9,1,815,20
654,9,2,911,21
655,9,2,20,22
656,9,1,1708,23
657,9,2,437,20
658,9,2,1860,23
659,9,0,565,25
660,9,2,147,20
661,9,3,168,23
662,9,3,1032,24
663,9,0,1598,25
664,9,2,471,23
665,9,1,1590,23
666,9,1,1789,23
667,9,3,800,23
668,9,2,1838,22
669,9,2,1659,24
670,9,0,770,20
671,9,0,1272,20
672,9,1,1395,23
673,9,1,20,22
674,9,3,413,21
675,9,1,63,21
676,10,1,1737,20
677,10,0,1154,22
678,10,3,35,22
679,10,1,57,21
680,10,2,863,21
681,10,1,254,24
682,10,1,607,24
683,10,2,369,25
684,10,0,1755,20
685,10,1,258,22
686,10,0,1189,22
687,10,1,1157,24
688,10,1,1639,20
689,10,0,1610,25
690,10,1,1594,24
691,10,2,213,25
692,10,2,1520,21
693,10,2,248,23
694,10,1,648,24
695,10,0,76,22
696,10,2,1204,24
697,10,2,735,23
698,10,0,1122,24
699,10,0,973,21
700,10,2,1107,23
701,10,2,1908,24
702,10,3,936,24
703,10,0,239,23
704,10,2,454,20
705,10,3,604,20
706,10,2,1103,25
707,10,0,1004,25
708,10,1,1258,21
709,10,0,1565,22
710,10,1,1747,21
711,10,1,1802,22
712,10,3,306,25
713,10,3,974,20
714,10,1,44,22
715,10,1,1619,24
716,10,0,1387,21
717,10,1,1,21
718,10,1,1826,25
719,10,1,1469,21
720,10,0,1986,24
721,10,2,609,23
722,10,2,244,25
723,10,3,621,22
724,10,3,438,25
725,10,3,240,20
726,10,3,1192,23
727,10,0,1212,24
728,10,1,279,21
729,10,0,1478,23
730,10,1,1064,21
731,10,1,649,24
732,10,3,1852,25
733,10,0,761,22
734,10,3,48,23
735,10,2,136,23
736,10,1,51,23
737,10,1,957,25
738,10,0,1018,20
739,10,2,966,24
740,10,0,54,25
741,10,3,1495,22
742,10,0,59,22
743,10,1,828,25
744,10,2,1124,21
745,10,3,567,22
746,10,3,1666,20
747,10,3,296,23
748,10,3,248,23
749,10,3,1091,24
750,10,3,1036,25
751,11,2,1050,23
752,11,2,1491,22
753,11,0,1706,20
754,11,3,1681,23
755,11,1,1148,20
756,11,1,758,24
757,11,1,951,22
758,11,0,1406,20
759,11,1,1159,20
760,11,1,481,21
761,11,1,619,24
762,11,2,1108,23
763,11,3,1722,24
764,11,3,648,21
765,11,0,1143,23
766,11,2,662,21
767,11,1,1041,22
768,11,1,1109,21
769,11,1,1210,20
770,11,2,1496,23
771,11,1,510,22
772,11,2,1132,25
773,11,3,262,22
774,11,0,1726,25
775,11,3,1514,24
776,11,3,1261,25
777,11,1,1493,23
778,11,3,865,22
779,11,2,1789,22
780,11,3,1550,25
781,11,0,219,21
782,11,3,978,22
783,11,2,977,20
784,11,3,189,21
785,11,3,777,20
786,11,0,707,22
787,11,3,489,20
788,11,0,1122,21
789,11,0,1700,23
790,11,2,1455,24
791,11,3,1122,22
792,11,2,1159,23
793,11,0,1588,20
794,11,0,609,24
795,11,0,660,20
796,11,1,1557,22
797,11,2,1242,25
798,11,2,253,21
799,11,3,1119,21
800,11,1,1694,20
801,11,1,131,23
802,11,1,1704,23
803,11,2,1955,20
804,11,0,822,25
805,11,0,1899,23
806,11,3,718,24
807,11,2,517,20
808,11,0,1500,21
809,11,2,405,23
810,11,1,198,21
811,11,1,1073,24
812,11,1,112,20
813,11,1,1867,22
814,11,3,764,21
815,11,1,1064,21
816,11,3,276,21
817,11,2,583,24
818,11,3,989,24
819,11,3,387,20
820,11,3,1870,22
821,11,2,848,20
822,11,3,663,21
823,11,2,754,20
824,11,1,1562,20
825,11,2,268,25
826,12,0,585,23
827,12,1,1921,21
828,12,1,290,22
829,12,3,28,22
830,12,0,1331,20
831,12,1,1631,21
832,12,0,1959,23
833,12,1,1023,20
834,12,2,1982,21
835,12,2,921,24
836,12,1,364,25
837,12,2,330,24
838,12,3,534,20
839,12,3,1176,24
840,12,2,1080,21
841,12,1,786,21
842,12,2,728,20
843,12,1,958,21
844,12,2,1548,24
845,12,0,1738,21
846,12,3,474,23
847,12,3,428,25
848,12,2,826,23
849,12,3,1787,23
850,12,2,1271,23
851,12,1,163,25
852,12,0,306,21
853,12,2,858,20
854,12,3,284,21
855,12,2,1593,21
856,12,2,1893,21
857,12,3,679,23
858,12,2,864,22
859,12,1,1355,22
860,12,0,501,25
861,12,0,1478,20
862,12,0,581,20
863,12,1,247,22
864,12,0,1668,24
865,12,1,422,24
866,12,2,111,21
867,12,1,149,20
868,12,0,1116,24
869,12,1,901,21
870,12,1,339,24
871,12,1,1276,25
872,12,3,1470,20
873,12,2,367,24
874,12,0,759,21
875,12,0,1579,22
876,12,3,1132,25
877,12,3,1880,24
878,12,2,1374,25
879,12,2,1999,20
880,12,3,616,25
881,12,1,1670,23
882,12,2,410,21
883,12,3,1765,20
884,12,1,1341,24
885,12,2,1964,20
886,12,3,760,24
887,12,2,1057,24
888,12,2,1473,20
889,12,0,1784,25
890,12,1,1548,24
891,12,1,809,25
892,12,1,1360,24
893,12,3,1751,25
894,12,1,17,22
895,12,0,877,24
896,12,1,599,24
897,12,2,928,24
898,12,0,740,24
899,12,1,386,25
900,12,0,550,22
901,13,1,474,21
902,13,2,88,25
903,13,3,665,24
904,13,0,1764,23
905,13,2,53,21
906,13,2,1338,22
907,13,2,1849,24
908,13,0,771,22
909,13,3,1275,24
910,13,0,1593,20
911,13,3,1619,21
912,13,1,567,21
913,13,1,1488,22
914,13,0,855,22
915,13,1,1328,25
916,13,1,1839,20
917,13,0,739,23
918,13,0,1570,25
919,13,1,1827,23
920,13,1,1046,22
921,13,0,1819,25
922,13,1,1240,20
923,13,1,844,23
924,13,1,115,20
925,13,2,896,24
926,13,3,1405,21
927,13,3,1062,22
928,13,2,1510,25
929,13,3,343,25
930,13,0,257,24
931,13,1,250,25
932,13,2,1922,22
933,13,2,750,24
934,13,2,1970,23
935,13,2,1869,20
936,13,2,93,25
937,13,3,1862,23
938,13,3,747,20
939,13,0,1129,24
940,13,1,1851,24
941,13,1,63,23
942,13,3,964,21
943,13,3,23,25
944,13,2,1715,23
945,13,1,1284,23
946,13,0,930,24
947,13,0,260,21
948,13,1,301,25
949,13,3,337,20
950,13,3,1824,24
951,13,1,44,22
952,13,0,110,24
953,13,2,115,21
954,13,3,564,21
955,13,3,516,21
956,13,3,1047,24
957,13,1,224,24
958,13,1,1789,21
959,13,3,1544,23
960,13,2,1141,24
961,13,2,496,23
962,13,1,1199,25
963,13,3,1902,22
964,13,3,1395,25
965,13,1,1832,23
966,13,3,456,23
967,13,2,1509,23
968,13,2,1111,24
969,13,2,93,20
970,13,2,368,22
971,13,1,22,24
972,13,3,556,25
973,13,1,1906,21
974,13,0,563,23
975,13,1,1498,23
976,14,3,151,23
977,14,1,954,23
978,14,3,819,24
979,14,0,278,20
980,14,1,451,24
981,14,2,274,20
982,14,1,1171,23
983,14,2,1173,20
984,14,0,148,21
985,14,3,1959,20
986,14,2,197,23
987,14,2,159,24
988,14,1,668,23
989,14,0,1462,20
990,14,3,1253,20
991,14,2,1577,22
992,14,1,687,21
993,14,0,687,24
994,14,0,1706,24
995,14,0,82,25
996,14,0,1384,21
997,14,2,399,25
998,14,3,1874,24
999,14,2,1611,24
1000,14,2,581,22
1001,14,1,689,24
1002,14,1,521,21
1003,14,3,958,20
1004,14,3,1942,22
1005,14,2,1646,22
1006,14,3,1091,22
1007,14,3,328,25
1008,14,0,1938,20
1009,14,2,806,22
1010,14,0,417,20
1011,14,3,483,25
1012,14,3,1934,20
1013,14,0,1005,25
1014,14,0,179,25
1015,14,1,641,25
1016,14,3,1490,20
1017,14,2,799,21
1018,14,2,151,24
1019,14,1,382,23
1020,14,3,1750,23
1021,14,0,1228,22
1022,14,0,262,22
1023,14,0,1934,24
1024,14,3,1744,21
1025,14,3,690,21
1026,14,3,615,21
1027,14,2,1842,24
1028,14,2,921,24
1029,14,3,789,25
1030,14,3,1282,21
1031,14,0,366,25
1032,14,1,1515,22
1033,14,2,804,25
1034,14,1,745,22
1035,14,1,937,21
1036,14,1,1062,22
1037,14,1,1482,20
1038,14,0,910,20
1039,14,2,211,20
1040,14,0,186,23
1041,14,2,399,25
1042,14,3,1476,25
1043,14,1,929,25
1044,14,1,313,25
1045,14,3,1310,23
1046,14,2,169,22
1047,14,0,1251,23
1048,14,1,766,22
1049,14,3,1980,21
1050,14,2,1974,24
1051,15,1,1395,22
1052,15,2,1069,20
1053,15,0,1414,21
1054,15,3,850,25
1055,15,0,1256,21
1056,15,0,1219,23
1057,15,0,362,22
1058,15,2,1271,24
1059,15,2,796,21
1060,15,1,837,20
1061,15,0,1473,20
1062,15,0,295,25
1063,15,1,10,22
1064,15,1,820,22
1065,15,0,1731,24
1066,15,3,7,21
1067,15,3,385,21
1068,15,3,1268,21
1069,15,0,1135,24
1070,15,0,848,25
1071,15,3,1161,21
1072,15,1,1113,21
1073,15,1,1494,22
1074,15,2,372,25
1075,15,1,1607,24
1076,15,0,1377,23
1077,15,3,1952,24
1078,15,2,1033,23
1079,15,1,1401,25
1080,15,1,408,23
1081,15,0,798,23
1082,15,3,1061,24
1083,15,3,1068,25
1084,15,0,1993,22
1085,15,0,1260,20
1086,15,3,1789,23
1087,15,3,1454,23
1088,15,2,612,22
1089,15,0,220,23
1090,15,1,1830,21
1091,15,2,718,21
1092,15,2,972,24
1093,15,3,169,20
1094,15,3,158,24
1095,15,2,254,22
1096,15,0,745,20
1097,15,2,1012,22
1098,15,0,1353,24
1099,15,0,1491,23
1100,15,0,1506,25
1101,15,2,1782,20
1102,15,0,1552,25
1103,15,0,1433,20
1104,15,0,863,20
1105,15,1,126,21
1106,15,3,651,21
1107,15,1,1168,25
1108,15,3,1338,20
1109,15,1,1320,23
1110,15,1,1028,24
1111,15,0,1904,24
1112,15,3,1209,25
1113,15,2,441,21
1114,15,1,1772,21
1115,15,3,114,20
1116,15,1,1274,24
1117,15,0,904,25
1118,15,0,1460,22
1119,15,1,1955,20
1120,15,2,1444,23
1121,15,1,1318,22
1122,15,2,1801,20
1123,15,0,1411,20
1124,15,0,110,23
1125,15,1,1138,23
1126,16,2,588,21
1127,16,3,1034,20
1128,16,3,1681,20
1129,16,2,1975,25
1130,16,1,741,23
1131,16,3,194,21
1132,16,0,549,22
1133,16,3,2000,21
1134,16,0,1270,25
1135,16,1,1553,21
1136,16,2,791,22
1137,16,3,1373,21
1138,16,0,1872,22
1139,16,3,1055,22
1140,16,2,1114,22
1141,16,0,545,20
1142,16,0,1661,23
1143,16,2,1144,21
1144,16,0,32,20
1145,16,0,1953,24
1146,16,1,327,24
1147,16,1,1149,24
1148,16,3,1468,20
1149,16,1,281,20
1150,16,2,1621,21
1151,16,1,930,22
1152,16,0,699,23
1153,16,0,510,25
1154,16,1,1015,20
1155,16,2,1149,24
1156,16,3,1731,22
1157,16,2,1115,24
1158,16,3,1278,25
1159,16,3,1064,20
1160,16,2,1524,23
1161,16,2,1384,20
1162,16,2,718,20
1163,16,3,777,24
1164,16,3,27,20
1165,16,0,1726,25
1166,16,2,1228,23
1167,16,1,799,22
1168,16,0,1337,20
1169,16,3,1422,21
1170,16,1,919,21
1171,16,2,974,23
1172,16,0,358,23
1173,16,3,1456,22
1174,16,3,1762,20
1175,16,0,1587,25
1176,16,0,441,22
1177,16,0,795,21
1178,16,0,1239,25
1179,16,3,1369,22
1180,16,2,1484,20
1181,16,1,447,25
1182,16,2,870,23
1183,16,0,1080,25
1184,16,0,1548,25
1185,16,2,925,22
1186,16,0,1351,20
1187,16,2,850,22
1188,16,3,1025,25
1189,16,3,1640,23
1190,16,1,448,21
1191,16,1,898,22
1192,16,3,1212,25
1193,16,0,1734,20
1194,16,3,1687,22
1195,16,3,1371,23
1196,16,0,352,20
1197,16,0,985,24
1198,16,1,110,25
1199,16,1,1365,25
1200,16,3,1703,23
1201,17,1,866,21
1202,17,0,1425,20
1203,17,0,1660,21
1204,17,3,1034,25
1205,17,2,441,22
1206,17,0,1614,20
1207,17,3,1055,21
1208,17,2,1935,22
1209,17,3,68,23
1210,17,0,1957,22
1211,17,0,1291,25
1212,17,0,956,21
1213,17,0,682,22
1214,17,2,1822,21
1215,17,3,1646,22
1216,17,1,1031,21
1217,17,2,149,20
1218,17,1,1189,22
1219,17,0,1502,25
1220,17,1,970,23
1221,17,3,1181,21
1222,17,2,248,22
1223,17,1,198,20
1224,17,2,821,23
1225,17,1,1934,22
1226,17,1,457,24
1227,17,2,1802,22
1228,17,0,1434,20
1229,17,3,1793,22
1230,17,0,1547,21
1231,17,0,616,24
1232,17,2,1502,22
1233,17,2,497,23
1234,17,1,50,23
1235,17,2,1028,23
1236,17,3,1192,24
1237,17,3,796,21
1238,17,1,645,20
1239,17,1,1822,21
1240,17,1,828,20
1241,17,3,725,24
1242,17,1,453,24
1243,17,0,873,23
1244,17,1,1746,20
1245,17,3,1910,23
1246,17,0,327,23
1247,17,3,1899,24
1248,17,1,1585,21
1249,17,2,912,23
1250,17,3,748,24
1251,17,1,1977,22
1252,17,1,643,25
1253,17,2,1845,20
1254,17,0,1791,22
1255,17,1,622,23
1256,17,0,772,24
1257,17,0,1001,20
1258,17,3,1843,20
1259,17,0,939,22
1260,17,1,235,20
1261,17,0,656,20
1262,17,3,1726,20
1263,17,3,847,21
1264,17,3,1947,20
1265,17,0,1035,23
1266,17,0,78,25
1267,17,3,1411,23
1268,17,2,1902,23
1269,17,0,1095,24
1270,17,1,1185,21
1271,17,0,1371,23
1272,17,2,1157,20
1273,17,3,519,22
1274,17,1,146,20
1275,17,3,627,22
1276,18,1,1307,24
1277,18,0,986,22
1278,18,3,1645,20
1279,18,2,719,22
1280,18,1,1425,23
1281,18,3,1127,23
1282,18,3,1650,21
1283,18,3,1869,23
1284,18,0,358,21
1285,18,3,799,21
1286,18,0,1478,22
1287,18,2,1197,25
1288,18,0,768,20
1289,18,2,445,21
1290,18,1,1333,25
1291,18,1,1785,22
1292,18,0,843,21
1293,18,3,1748,25
1294,18,2,1939,20
