idEventoExcursion,idHorarioXExcursion,idTipoVehiculo,idVisitante,PrecioEntrada
100,2,0,100,21
101,2,0,101,23
102,2,2,102,25
103,2,2,103,23
104,2,0,104,22
105,2,0,105,22
106,2,0,106,23
107,2,3,107,22
108,2,2,108,23
109,2,0,109,25
110,2,1,110,24
111,2,2,111,25
112,2,1,112,20
113,2,1,113,25
114,2,2,114,25
115,2,3,115,24
116,2,2,116,21
117,2,1,117,20
118,2,1,118,21
119,2,2,119,22
120,2,3,120,23
121,2,0,121,24
122,2,2,122,23
123,2,0,123,21
124,2,3,124,24
125,2,1,125,23
126,2,2,126,23
127,2,3,127,25
128,2,2,128,20
129,2,3,129,25
130,2,3,130,21
131,2,3,131,20
132,2,3,132,25
133,2,3,133,21
134,2,0,134,22
135,2,3,135,20
136,2,2,136,23
137,2,3,137,23
138,2,0,138,25
139,2,2,139,22
140,2,2,140,24
141,2,0,141,22
142,2,1,142,22
143,2,2,143,24
144,2,2,144,21
145,2,0,145,24
146,2,2,146,23
147,2,0,147,23
148,2,3,148,22
149,2,1,149,23
150,2,0,150,22
151,3,1,151,24
152,3,2,152,20
153,3,2,153,25
154,3,3,154,22
155,3,2,155,25
156,3,3,156,24
157,3,1,157,22
158,3,2,158,20
159,3,0,159,24
160,3,1,160,20
161,3,3,161,22
162,3,2,162,23
163,3,3,163,22
164,3,0,164,23
165,3,0,165,24
166,3,0,166,24
167,3,2,167,20
168,3,0,168,23
169,3,1,169,25
170,3,0,170,21
171,3,0,171,25
172,3,3,172,20
173,3,0,173,21
174,3,2,174,20
175,3,1,175,22
176,3,0,176,21
177,3,1,177,23
178,3,1,178,24
179,3,2,179,23
180,3,0,180,21
181,3,0,181,25
182,3,2,182,20
183,3,0,183,20
184,3,0,184,23
185,3,1,185,23
186,3,1,186,23
187,3,1,187,22
188,3,2,188,20
189,3,3,189,24
190,3,3,190,22
191,3,0,191,23
192,3,2,192,20
193,3,2,193,20
194,3,3,194,20
195,3,0,195,24
196,3,1,196,25
197,3,2,197,22
198,3,2,198,22
199,3,2,199,21
200,3,0,200,22
201,3,2,201,23
202,3,3,202,24
203,3,0,203,22
204,3,3,204,24
205,3,3,205,20
206,3,3,206,22
207,3,2,207,24
208,3,3,208,21
209,3,0,209,21
210,3,3,210,23
211,3,3,211,20
212,3,3,212,21
213,3,3,213,21
214,3,2,214,24
215,3,2,215,22
216,3,3,216,22
217,3,2,217,20
218,3,1,218,25
219,3,0,219,22
220,3,1,220,23
221,3,1,221,22
222,3,1,222,23
223,3,3,223,22
224,3,1,224,21
225,3,3,225,23
226,4,2,226,20
227,4,1,227,22
228,4,0,228,25
229,4,3,229,21
230,4,0,230,20
231,4,1,231,22
232,4,1,232,25
233,4,1,233,22
234,4,1,234,20
235,4,2,235,25
236,4,3,236,22
237,4,0,237,23
238,4,2,238,22
239,4,3,239,20
240,4,2,240,22
241,4,0,241,22
242,4,2,242,22
243,4,1,243,20
244,4,1,244,21
245,4,1,245,23
246,4,0,246,20
247,4,3,247,21
248,4,0,248,24
249,4,1,249,23
250,4,1,250,24
251,4,2,251,22
252,4,2,252,23
253,4,0,253,25
254,4,3,254,20
255,4,0,255,24
256,4,0,256,25
257,4,1,257,25
258,4,3,258,23
259,4,2,259,25
260,4,0,260,21
261,4,3,261,25
262,4,1,262,23
263,4,2,263,20
264,4,2,264,25
265,4,3,265,20
266,4,1,266,24
267,4,3,267,24
268,4,2,268,22
269,4,2,269,24
270,4,1,270,24
271,4,0,271,22
272,4,2,272,25
273,4,3,273,22
274,4,3,274,23
275,4,0,275,25
276,4,0,276,22
277,4,3,277,25
278,4,3,278,21
279,4,1,279,20
280,4,0,280,24
281,4,3,281,22
282,4,0,282,23
283,4,2,283,20
284,4,1,284,20
285,4,3,285,22
286,4,1,286,21
287,4,2,287,22
288,4,1,288,23
289,4,2,289,21
290,4,3,290,23
291,4,2,291,21
292,4,1,292,21
293,4,3,293,20
294,4,3,294,20
295,4,0,295,22
296,4,2,296,21
297,4,3,297,24
298,4,0,298,22
299,4,1,299,23
300,4,1,300,21
301,5,2,301,20
302,5,3,302,21
303,5,3,303,23
304,5,3,304,24
305,5,1,305,20
306,5,3,306,23
307,5,2,307,21
308,5,1,308,23
309,5,2,309,23
310,5,2,310,23
311,5,1,311,24
312,5,0,312,20
313,5,2,313,22
314,5,0,314,24
315,5,2,315,21
316,5,3,316,21
317,5,1,317,23
318,5,3,318,22
319,5,0,319,24
320,5,0,320,22
321,5,1,321,21
322,5,0,322,22
323,5,2,323,20
324,5,0,324,23
325,5,1,325,23
326,5,3,326,21
327,5,2,327,22
328,5,3,328,25
329,5,2,329,25
330,5,2,330,22
331,5,2,331,23
332,5,0,332,21
333,5,0,333,25
334,5,0,334,20
335,5,1,335,23
336,5,2,336,20
337,5,3,337,20
338,5,2,338,21
339,5,2,339,25
340,5,0,340,20
341,5,2,341,24
342,5,3,342,22
343,5,1,343,23
344,5,0,344,21
345,5,3,345,22
346,5,1,346,22
347,5,2,347,23
348,5,0,348,25
349,5,0,349,24
350,5,3,350,24
351,5,3,351,20
352,5,0,352,24
353,5,3,353,25
354,5,3,354,22
355,5,2,355,24
356,5,3,356,22
357,5,0,357,21
358,5,0,358,22
359,5,2,359,25
360,5,2,360,24
361,5,1,361,25
362,5,2,362,20
363,5,3,363,25
364,5,3,364,20
365,5,2,365,20
366,5,1,366,20
367,5,0,367,25
368,5,0,368,21
369,5,1,369,21
370,5,0,370,25
371,5,3,371,25
372,5,1,372,23
373,5,2,373,21
374,5,2,374,25
375,5,1,375,24
376,6,0,376,25
377,6,0,377,23
378,6,3,378,25
379,6,2,379,23
380,6,3,380,25
381,6,0,381,25
382,6,1,382,25
383,6,2,383,24
384,6,1,384,22
385,6,3,385,24
386,6,2,386,25
387,6,2,387,25
388,6,3,388,23
389,6,2,389,24
390,6,2,390,22
391,6,3,391,25
392,6,3,392,21
393,6,3,393,22
394,6,1,394,21
395,6,2,395,24
396,6,3,396,22
397,6,1,397,25
398,6,2,398,22
399,6,2,399,21
400,6,1,400,22
401,6,1,401,23
402,6,1,402,25
403,6,3,403,25
404,6,1,404,23
405,6,0,405,24
406,6,0,406,20
407,6,3,407,20
408,6,2,408,20
409,6,3,409,23
410,6,1,410,23
411,6,1,411,25
412,6,1,412,22
413,6,1,413,21
414,6,1,414,20
415,6,2,415,23
416,6,3,416,25
417,6,1,417,21
418,6,0,418,23
419,6,1,419,20
420,6,3,420,21
421,6,3,421,23
422,6,2,422,22
423,6,3,423,21
424,6,0,424,20
425,6,1,425,23
426,6,2,426,20
427,6,2,427,25
428,6,0,428,22
429,6,1,429,23
430,6,3,430,22
431,6,1,431,21
432,6,0,432,22
433,6,2,433,21
434,6,0,434,24
435,6,3,435,24
436,6,0,436,21
437,6,0,437,23
438,6,1,438,24
439,6,0,439,20
440,6,0,440,20
441,6,1,441,22
442,6,0,442,21
443,6,2,443,22
444,6,0,444,20
445,6,2,445,20
446,6,2,446,20
447,6,2,447,24
448,6,2,448,23
449,6,3,449,24
450,6,0,450,24
451,7,2,451,25
452,7,0,452,22
453,7,2,453,22
454,7,3,454,24
455,7,0,455,20
456,7,2,456,20
457,7,2,457,23
458,7,2,458,21
459,7,1,459,22
460,7,1,460,23
461,7,3,461,24
462,7,1,462,23
463,7,3,463,24
464,7,2,464,23
465,7,0,465,23
466,7,2,466,20
467,7,2,467,20
468,7,1,468,21
469,7,2,469,23
470,7,3,470,23
471,7,2,471,23
472,7,3,472,24
473,7,1,473,25
474,7,3,474,21
475,7,3,475,22
476,7,2,476,23
477,7,1,477,22
478,7,2,478,22
479,7,3,479,21
480,7,0,480,23
481,7,2,481,21
482,7,2,482,22
483,7,2,483,24
484,7,3,484,20
485,7,2,485,21
486,7,2,486,23
487,7,1,487,20
488,7,0,488,24
489,7,2,489,21
490,7,3,490,22
491,7,1,491,25
492,7,2,492,25
493,7,2,493,21
494,7,3,494,25
495,7,0,495,20
496,7,0,496,24
497,7,2,497,21
498,7,3,498,24
499,7,2,499,24
500,7,0,500,24
501,7,3,501,22
502,7,1,502,25
503,7,0,503,21
504,7,3,504,20
505,7,2,505,23
506,7,1,506,20
507,7,1,507,21
508,7,1,508,22
509,7,0,509,20
510,7,0,510,22
511,7,3,511,23
512,7,3,512,22
513,7,1,513,24
514,7,2,514,25
515,7,3,515,24
516,7,1,516,22
517,7,2,517,24
518,7,0,518,21
519,7,1,519,24
520,7,0,520,22
521,7,1,521,21
522,7,0,522,22
523,7,0,523,23
524,7,2,524,23
525,7,0,525,25
526,8,2,526,21
527,8,2,527,25
528,8,0,528,21
529,8,0,529,20
530,8,0,530,23
531,8,3,531,20
532,8,1,532,22
533,8,3,533,20
534,8,1,534,24
535,8,0,535,21
536,8,0,536,22
537,8,3,537,20
538,8,2,538,21
539,8,2,539,20
540,8,3,540,21
541,8,3,541,21
542,8,2,542,22
543,8,2,543,24
544,8,0,544,20
545,8,1,545,25
546,8,3,546,24
547,8,2,547,21
548,8,3,548,23
549,8,1,549,20
550,8,0,550,25
551,8,3,551,20
552,8,0,552,25
553,8,2,553,22
554,8,1,554,20
555,8,1,555,23
556,8,3,556,24
557,8,3,557,25
558,8,1,558,24
559,8,1,559,20
560,8,0,560,21
561,8,1,561,25
562,8,3,562,25
563,8,1,563,22
564,8,1,564,21
565,8,1,565,20
566,8,3,566,24
567,8,3,567,23
568,8,1,568,22
569,8,0,569,20
570,8,2,570,22
571,8,1,571,23
572,8,0,572,21
573,8,0,573,22
574,8,0,574,22
575,8,1,575,22
576,8,2,576,21
577,8,3,577,21
578,8,0,578,20
579,8,2,579,25
580,8,0,580,22
581,8,0,581,25
582,8,2,582,25
583,8,0,583,25
584,8,3,584,23
585,8,3,585,21
586,8,0,586,25
587,8,2,587,25
588,8,1,588,23
589,8,2,589,21
590,8,2,590,23
591,8,1,591,21
592,8,0,592,24
593,8,2,593,25
594,8,1,594,22
595,8,3,595,24
596,8,1,596,21
597,8,0,597,21
598,8,1,598,24
599,8,2,599,22
600,8,1,600,25
601,9,1,601,21
602,9,3,602,21
603,9,3,603,24
604,9,3,604,20
605,9,1,605,23
606,9,2,606,22
607,9,0,607,23
608,9,3,608,20
609,9,0,609,23
610,9,2,610,20
611,9,2,611,22
612,9,1,612,21
613,9,0,613,20
614,9,1,614,23
615,9,2,615,24
616,9,1,616,22
617,9,2,617,24
618,9,3,618,25
619,9,3,619,25
620,9,0,620,22
621,9,0,621,20
622,9,2,622,22
623,9,1,623,22
624,9,1,624,21
625,9,0,625,24
626,9,3,626,22
627,9,2,627,25
628,9,1,628,21
629,9,0,629,21
630,9,1,630,25
631,9,3,631,23
632,9,3,632,25
633,9,0,633,20
634,9,2,634,23
635,9,0,635,22
636,9,0,636,24
637,9,0,637,23
638,9,3,638,24
639,9,0,639,21
640,9,2,640,21
641,9,3,641,21
642,9,2,642,24
643,9,3,643,22
644,9,3,644,22
645,9,3,645,20
646,9,1,646,22
647,9,3,647,20
648,9,2,648,21
649,9,0,649,23
650,9,3,650,20
651,9,0,651,20
652,9,3,652,23
653,9,1,653,20
654,9,2,654,21
655,9,2,655,22
656,9,1,656,23
657,9,2,657,20
658,9,2,658,23
659,9,0,659,25
660,9,2,660,20
661,9,3,661,23
662,9,3,662,24
663,9,0,663,25
664,9,2,664,23
665,9,1,665,23
666,9,1,666,23
667,9,3,667,23
668,9,2,668,22
669,9,2,669,24
670,9,0,670,20
671,9,0,671,20
672,9,1,672,23
673,9,1,673,22
674,9,3,674,21
675,9,1,675,21
676,10,1,676,20
677,10,0,677,22
678,10,3,678,22
679,10,1,679,21
680,10,2,680,21
681,10,1,681,24
682,10,1,682,24
683,10,2,683,25
684,10,0,684,20
685,10,1,685,22
686,10,0,686,22
687,10,1,687,24
688,10,1,688,20
689,10,0,689,25
690,10,1,690,24
691,10,2,691,25
692,10,2,692,21
693,10,2,693,23
694,10,1,694,24
695,10,0,695,22
696,10,2,696,24
697,10,2,697,23
698,10,0,698,24
699,10,0,699,21
700,10,2,700,23
701,10,2,701,24
702,10,3,702,24
703,10,0,703,23
704,10,2,704,20
705,10,3,705,20
706,10,2,706,25
707,10,0,707,25
708,10,1,708,21
709,10,0,709,22
710,10,1,710,21
711,10,1,711,22
712,10,3,712,25
713,10,3,713,20
714,10,1,714,22
715,10,1,715,24
716,10,0,716,21
717,10,1,717,21
718,10,1,718,25
719,10,1,719,21
720,10,0,720,24
721,10,2,721,23
722,10,2,722,25
723,10,3,723,22
724,10,3,724,25
725,10,3,725,20
726,10,3,726,23
727,10,0,727,24
728,10,1,728,21
729,10,0,729,23
730,10,1,730,21
731,10,1,731,24
732,10,3,732,25
733,10,0,733,22
734,10,3,734,23
735,10,2,735,23
736,10,1,736,23
737,10,1,737,25
738,10,0,738,20
739,10,2,739,24
740,10,0,740,25
741,10,3,741,22
742,10,0,742,22
743,10,1,743,25
744,10,2,744,21
745,10,3,745,22
746,10,3,746,20
747,10,3,747,23
748,10,3,748,23
749,10,3,749,24
750,10,3,750,25
751,11,2,751,23
752,11,2,752,22
753,11,0,753,20
754,11,3,754,23
755,11,1,755,20
756,11,1,756,24
757,11,1,757,22
758,11,0,758,20
759,11,1,759,20
760,11,1,760,21
761,11,1,761,24
762,11,2,762,23
763,11,3,763,24
764,11,3,764,21
765,11,0,765,23
766,11,2,766,21
767,11,1,767,22
768,11,1,768,21
769,11,1,769,20
770,11,2,770,23
771,11,1,771,22
772,11,2,772,25
773,11,3,773,22
774,11,0,774,25
775,11,3,775,24
776,11,3,776,25
777,11,1,777,23
778,11,3,778,22
779,11,2,779,22
780,11,3,780,25
781,11,0,781,21
782,11,3,782,22
783,11,2,783,20
784,11,3,784,21
785,11,3,785,20
786,11,0,786,22
787,11,3,787,20
788,11,0,788,21
789,11,0,789,23
790,11,2,790,24
791,11,3,791,22
792,11,2,792,23
793,11,0,793,20
794,11,0,794,24
795,11,0,795,20
796,11,1,796,22
797,11,2,797,25
798,11,2,798,21
799,11,3,799,21
800,11,1,800,20
801,11,1,801,23
802,11,1,802,23
803,11,2,803,20
804,11,0,804,25
805,11,0,805,23
806,11,3,806,24
807,11,2,807,20
808,11,0,808,21
809,11,2,809,23
810,11,1,810,21
811,11,1,811,24
812,11,1,812,20
813,11,1,813,22
814,11,3,814,21
815,11,1,815,21
816,11,3,816,21
817,11,2,817,24
818,11,3,818,24
819,11,3,819,20
820,11,3,820,22
821,11,2,821,20
822,11,3,822,21
823,11,2,823,20
824,11,1,824,20
825,11,2,825,25
826,12,0,826,23
827,12,1,827,21
828,12,1,828,22
829,12,3,829,22
830,12,0,830,20
831,12,1,831,21
832,12,0,832,23
833,12,1,833,20
834,12,2,834,21
835,12,2,835,24
836,12,1,836,25
837,12,2,837,24
838,12,3,838,20
839,12,3,839,24
840,12,2,840,21
841,12,1,841,21
842,12,2,842,20
843,12,1,843,21
844,12,2,844,24
845,12,0,845,21
846,12,3,846,23
847,12,3,847,25
848,12,2,848,23
849,12,3,849,23
850,12,2,850,23
851,12,1,851,25
852,12,0,852,21
853,12,2,853,20
854,12,3,854,21
855,12,2,855,21
856,12,2,856,21
857,12,3,857,23
858,12,2,858,22
859,12,1,859,22
860,12,0,860,25
861,12,0,861,20
862,12,0,862,20
863,12,1,863,22
864,12,0,864,24
865,12,1,865,24
866,12,2,866,21
867,12,1,867,20
868,12,0,868,24
869,12,1,869,21
870,12,1,870,24
871,12,1,871,25
872,12,3,872,20
873,12,2,873,24
874,12,0,874,21
875,12,0,875,22
876,12,3,876,25
877,12,3,877,24
878,12,2,878,25
879,12,2,879,20
880,12,3,880,25
881,12,1,881,23
882,12,2,882,21
883,12,3,883,20
884,12,1,884,24
885,12,2,885,20
886,12,3,886,24
887,12,2,887,24
888,12,2,888,20
889,12,0,889,25
890,12,1,890,24
891,12,1,891,25
892,12,1,892,24
893,12,3,893,25
894,12,1,894,22
895,12,0,895,24
896,12,1,896,24
897,12,2,897,24
898,12,0,898,24
899,12,1,899,25
900,12,0,900,22
901,13,1,901,21
902,13,2,902,25
903,13,3,903,24
904,13,0,904,23
905,13,2,905,21
906,13,2,906,22
907,13,2,907,24
908,13,0,908,22
909,13,3,909,24
910,13,0,910,20
911,13,3,911,21
912,13,1,912,21
913,13,1,913,22
914,13,0,914,22
915,13,1,915,25
916,13,1,916,20
917,13,0,917,23
918,13,0,918,25
919,13,1,919,23
920,13,1,920,22
921,13,0,921,25
922,13,1,922,20
923,13,1,923,23
924,13,1,924,20
925,13,2,925,24
926,13,3,926,21
927,13,3,927,22
928,13,2,928,25
929,13,3,929,25
930,13,0,930,24
931,13,1,931,25
932,13,2,932,22
933,13,2,933,24
934,13,2,934,23
935,13,2,935,20
936,13,2,936,25
937,13,3,937,23
938,13,3,938,20
939,13,0,939,24
940,13,1,940,24
941,13,1,941,23
942,13,3,942,21
943,13,3,943,25
944,13,2,944,23
945,13,1,945,23
946,13,0,946,24
947,13,0,947,21
948,13,1,948,25
949,13,3,949,20
950,13,3,950,24
951,13,1,951,22
952,13,0,952,24
953,13,2,953,21
954,13,3,954,21
955,13,3,955,21
956,13,3,956,24
957,13,1,957,24
958,13,1,958,21
959,13,3,959,23
960,13,2,960,24
961,13,2,961,23
962,13,1,962,25
963,13,3,963,22
964,13,3,964,25
965,13,1,965,23
966,13,3,966,23
967,13,2,967,23
968,13,2,968,24
969,13,2,969,20
970,13,2,970,22
971,13,1,971,24
972,13,3,972,25
973,13,1,973,21
974,13,0,974,23
975,13,1,975,23
976,14,3,976,23
977,14,1,977,23
978,14,3,978,24
979,14,0,979,20
980,14,1,980,24
981,14,2,981,20
982,14,1,982,23
983,14,2,983,20
984,14,0,984,21
985,14,3,985,20
986,14,2,986,23
987,14,2,987,24
988,14,1,988,23
989,14,0,989,20
990,14,3,990,20
991,14,2,991,22
992,14,1,992,21
993,14,0,993,24
994,14,0,994,24
995,14,0,995,25
996,14,0,996,21
997,14,2,997,25
998,14,3,998,24
999,14,2,999,24
1000,14,2,1000,22
1001,14,1,1001,24
1002,14,1,1002,21
1003,14,3,1003,20
1004,14,3,1004,22
1005,14,2,1005,22
1006,14,3,1006,22
1007,14,3,1007,25
1008,14,0,1008,20
1009,14,2,1009,22
1010,14,0,1010,20
1011,14,3,1011,25
1012,14,3,1012,20
1013,14,0,1013,25
1014,14,0,1014,25
1015,14,1,1015,25
1016,14,3,1016,20
1017,14,2,1017,21
1018,14,2,1018,24
1019,14,1,1019,23
1020,14,3,1020,23
1021,14,0,1021,22
1022,14,0,1022,22
1023,14,0,1023,24
1024,14,3,1024,21
1025,14,3,1025,21
1026,14,3,1026,21
1027,14,2,1027,24
1028,14,2,1028,24
1029,14,3,1029,25
1030,14,3,1030,21
1031,14,0,1031,25
1032,14,1,1032,22
1033,14,2,1033,25
1034,14,1,1034,22
1035,14,1,1035,21
1036,14,1,1036,22
1037,14,1,1037,20
1038,14,0,1038,20
1039,14,2,1039,20
1040,14,0,1040,23
1041,14,2,1041,25
1042,14,3,1042,25
1043,14,1,1043,25
1044,14,1,1044,25
1045,14,3,1045,23
1046,14,2,1046,22
1047,14,0,1047,23
1048,14,1,1048,22
1049,14,3,1049,21
1050,14,2,1050,24
1051,15,1,1051,22
1052,15,2,1052,20
1053,15,0,1053,21
1054,15,3,1054,25
1055,15,0,1055,21
1056,15,0,1056,23
1057,15,0,1057,22
1058,15,2,1058,24
1059,15,2,1059,21
1060,15,1,1060,20
1061,15,0,1061,20
1062,15,0,1062,25
1063,15,1,1063,22
1064,15,1,1064,22
1065,15,0,1065,24
1066,15,3,1066,21
1067,15,3,1067,21
1068,15,3,1068,21
1069,15,0,1069,24
1070,15,0,1070,25
1071,15,3,1071,21
1072,15,1,1072,21
1073,15,1,1073,22
1074,15,2,1074,25
1075,15,1,1075,24
1076,15,0,1076,23
1077,15,3,1077,24
1078,15,2,1078,23
1079,15,1,1079,25
1080,15,1,1080,23
1081,15,0,1081,23
1082,15,3,1082,24
1083,15,3,1083,25
1084,15,0,1084,22
1085,15,0,1085,20
1086,15,3,1086,23
1087,15,3,1087,23
1088,15,2,1088,22
1089,15,0,1089,23
1090,15,1,1090,21
1091,15,2,1091,21
1092,15,2,1092,24
1093,15,3,1093,20
1094,15,3,1094,24
1095,15,2,1095,22
1096,15,0,1096,20
1097,15,2,1097,22
1098,15,0,1098,24
1099,15,0,1099,23
1100,15,0,1100,25
1101,15,2,1101,20
1102,15,0,1102,25
1103,15,0,1103,20
1104,15,0,1104,20
1105,15,1,1105,21
1106,15,3,1106,21
1107,15,1,1107,25
1108,15,3,1108,20
1109,15,1,1109,23
1110,15,1,1110,24
1111,15,0,1111,24
1112,15,3,1112,25
1113,15,2,1113,21
1114,15,1,1114,21
1115,15,3,1115,20
1116,15,1,1116,24
1117,15,0,1117,25
1118,15,0,1118,22
1119,15,1,1119,20
1120,15,2,1120,23
1121,15,1,1121,22
1122,15,2,1122,20
1123,15,0,1123,20
1124,15,0,1124,23
1125,15,1,1125,23
1126,16,2,1126,21
1127,16,3,1127,20
1128,16,3,1128,20
1129,16,2,1129,25
1130,16,1,1130,23
1131,16,3,1131,21
1132,16,0,1132,22
1133,16,3,1133,21
1134,16,0,1134,25
1135,16,1,1135,21
1136,16,2,1136,22
1137,16,3,1137,21
1138,16,0,1138,22
1139,16,3,1139,22
1140,16,2,1140,22
1141,16,0,1141,20
1142,16,0,1142,23
1143,16,2,1143,21
1144,16,0,1144,20
1145,16,0,1145,24
1146,16,1,1146,24
1147,16,1,1147,24
1148,16,3,1148,20
1149,16,1,1149,20
1150,16,2,1150,21
1151,16,1,1151,22
1152,16,0,1152,23
1153,16,0,1153,25
1154,16,1,1154,20
1155,16,2,1155,24
1156,16,3,1156,22
1157,16,2,1157,24
1158,16,3,1158,25
1159,16,3,1159,20
1160,16,2,1160,23
1161,16,2,1161,20
1162,16,2,1162,20
1163,16,3,1163,24
1164,16,3,1164,20
1165,16,0,1165,25
1166,16,2,1166,23
1167,16,1,1167,22
1168,16,0,1168,20
1169,16,3,1169,21
1170,16,1,1170,21
1171,16,2,1171,23
1172,16,0,1172,23
1173,16,3,1173,22
1174,16,3,1174,20
1175,16,0,1175,25
1176,16,0,1176,22
1177,16,0,1177,21
1178,16,0,1178,25
1179,16,3,1179,22
1180,16,2,1180,20
1181,16,1,1181,25
1182,16,2,1182,23
1183,16,0,1183,25
1184,16,0,1184,25
1185,16,2,1185,22
1186,16,0,1186,20
1187,16,2,1187,22
1188,16,3,1188,25
1189,16,3,1189,23
1190,16,1,1190,21
1191,16,1,1191,22
1192,16,3,1192,25
1193,16,0,1193,20
1194,16,3,1194,22
1195,16,3,1195,23
1196,16,0,1196,20
1197,16,0,1197,24
1198,16,1,1198,25
1199,16,1,1199,25
1200,16,3,1200,23
1201,17,1,1201,21
1202,17,0,1202,20
1203,17,0,1203,21
1204,17,3,1204,25
1205,17,2,1205,22
1206,17,0,1206,20
1207,17,3,1207,21
1208,17,2,1208,22
1209,17,3,1209,23
1210,17,0,1210,22
1211,17,0,1211,25
1212,17,0,1212,21
1213,17,0,1213,22
1214,17,2,1214,21
1215,17,3,1215,22
1216,17,1,1216,21
1217,17,2,1217,20
1218,17,1,1218,22
1219,17,0,1219,25
1220,17,1,1220,23
1221,17,3,1221,21
1222,17,2,1222,22
1223,17,1,1223,20
1224,17,2,1224,23
1225,17,1,1225,22
1226,17,1,1226,24
1227,17,2,1227,22
1228,17,0,1228,20
1229,17,3,1229,22
1230,17,0,1230,21
1231,17,0,1231,24
1232,17,2,1232,22
1233,17,2,1233,23
1234,17,1,1234,23
1235,17,2,1235,23
1236,17,3,1236,24
1237,17,3,1237,21
1238,17,1,1238,20
1239,17,1,1239,21
1240,17,1,1240,20
1241,17,3,1241,24
1242,17,1,1242,24
1243,17,0,1243,23
1244,17,1,1244,20
1245,17,3,1245,23
1246,17,0,1246,23
1247,17,3,1247,24
1248,17,1,1248,21
1249,17,2,1249,23
1250,17,3,1250,24
1251,17,1,1251,22
1252,17,1,1252,25
1253,17,2,1253,20
1254,17,0,1254,22
1255,17,1,1255,23
1256,17,0,1256,24
1257,17,0,1257,20
1258,17,3,1258,20
1259,17,0,1259,22
1260,17,1,1260,20
1261,17,0,1261,20
1262,17,3,1262,20
1263,17,3,1263,21
1264,17,3,1264,20
1265,17,0,1265,23
1266,17,0,1266,25
1267,17,3,1267,23
1268,17,2,1268,23
1269,17,0,1269,24
1270,17,1,1270,21
1271,17,0,1271,23
1272,17,2,1272,20
1273,17,3,1273,22
1274,17,1,1274,20
1275,17,3,1275,22
1276,18,1,1276,24
1277,18,0,1277,22
1278,18,3,1278,20
1279,18,2,1279,22
1280,18,1,1280,23
1281,18,3,1281,23
1282,18,3,1282,21
1283,18,3,1283,23
1284,18,0,1284,21
1285,18,3,1285,21
1286,18,0,1286,22
1287,18,2,1287,25
1288,18,0,1288,20
1289,18,2,1289,21
1290,18,1,1290,25
1291,18,1,1291,22
1292,18,0,1292,21
1293,18,3,1293,25
1294,18,2,1294,20
1295,18,0,1295,23
1296,18,3,1296,24
1297,18,1,1297,20
1298,18,2,1298,22
1299,18,1,1299,24
1300,18,3,1300,22
1301,18,3,1301,21
1302,18,0,1302,22
1303,18,3,1303,23
1304,18,0,1304,22
1305,18,3,1305,20
1306,18,2,1306,23
1307,18,3,1307,25
1308,18,3,1308,25
1309,18,1,1309,22
1310,18,0,1310,22
1311,18,1,1311,24
1312,18,1,1312,24
1313,18,1,1313,20
1314,18,0,1314,23
1315,18,0,1315,24
1316,18,2,1316,23
1317,18,2,1317,21
1318,18,1,1318,25
1319,18,1,1319,23
1320,18,2,1320,24
1321,18,3,1321,22
1322,18,3,1322,23
1323,18,1,1323,24
1324,18,1,1324,24
1325,18,2,1325,22
